system:index,construction_year,count,latitude,longitude,presence,zone,.geo
+1715428+644397,2020,6,28.94358370703836,77.04973710244701,0.39374998211860657,7367698569352492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04973710244701,28.94358370703836]}"
+1715429+644354,2020,3,28.941659815138202,77.04981196205402,0.30570313334465027,7367711454254337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04981196205402,28.941659815138202]}"
+1715431+644271,2020,1,28.93794677863051,77.04991676550384,0.3263281285762787,7367720044188847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04991676550384,28.93794677863051]}"
+1715434+644269,2020,4,28.937834489219995,77.05002905491435,0.5080468654632568,7367728634123436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05002905491435,28.937834489219995]}"
+1715438+644382,2020,1,28.94293242845737,77.05023117585327,0.4097656309604645,7367750108960030,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05023117585327,28.94293242845737]}"
+1715443+644275,2020,8,28.938120827216807,77.05030977844064,0.580859363079071,7367750108959922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05030977844064,28.938120827216807]}"
+1715468+643944,2020,16,28.923191950088846,77.05151127513315,0.49828124046325684,7367866073076581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05151127513315,28.923191950088846]}"
+1715470+643946,2020,137,28.923217358641587,77.05101244786862,0.4496093690395355,7367758698894180,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05101244786862,28.923217358641587]}"
+1715488+644057,2020,1,28.92833480509043,77.05247696406357,0.05523437261581421,7367964857324505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05247696406357,28.92833480509043]}"
+1715492+644160,2020,2,28.932961128803647,77.0526341692383,0.707812488079071,7367977742226496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0526341692383,28.932961128803647]}"
+1715494+643942,2020,4,28.92314703432464,77.0527240007667,0.7091406583786011,7367986332160869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0527240007667,28.92314703432464]}"
+1715495+644153,2020,17,28.93249083433137,77.05280458493189,0.74609375,7367994922095666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05280458493189,28.93249083433137]}"
+1715495+644182,2020,4,28.93394927561618,77.0527240007667,0.63671875,7367982037193814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0527240007667,28.93394927561618]}"
+1715496+643945,2020,38,28.923196678064024,77.05269917889702,0.7305468916893005,7367973447258980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05269917889702,28.923196678064024]}"
+1715496+644178,2020,1,28.933769612559352,77.05283629017723,0.18664062023162842,7367999217062994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05283629017723,28.933769612559352]}"
+1715497+644028,2020,40,28.92695589112931,77.05273298391954,0.7946875095367432,7368003512030136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05273298391954,28.92695589112931]}"
+1715497+644161,2020,8,28.93295551433312,77.05287559147091,0.75390625,7367999217062975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05287559147091,28.93295551433312]}"
+1715498+644037,2020,52,28.927344930748504,77.05274213982533,0.8974999785423279,7367969152291777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05274213982533,28.927344930748504]}"
+1715498+644046,2020,73,28.9276918328494,77.05274399751104,0.9000781178474426,7367973447259079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05274399751104,28.9276918328494]}"
+1715498+644055,2020,48,28.928155142033606,77.0527240007667,0.7735155820846558,7367969152291795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0527240007667,28.928155142033606]}"
+1715498+644191,2020,4,28.934331059611928,77.05290366382353,0.7732812166213989,7368003512030302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05290366382353,28.934331059611928]}"
